file_name,class,n_clips,hNums,wNums
0723_OldTownShop_Nokia1020_12_WP_20130426_22_46_05_Pro.mp4,train,7
0911skateBoard_5s_IMG_0151.mp4,train,7
0923_WalkingToLunch2_HTCOneVx_VIDEO0065.mp4,train,7
0911panGarden_Lumia1020_WindowsPhone_20130330_23_52_26_Pro.mp4,train,7
0918_GuysPlayVolleyball_GS6_20150919_093108.mp4,train,7
0723_OldTownShop_GS5_12_20150723_133424.mp4,train,7
1019_ViewFromMetro2_HTCOneVX_VIDEO0122.mp4,train,7
1019_BollywoodDanceTraining_OppoFind7_VID20150505131616.mp4,train,7
1006_ComplexTrain_GS6_20151006_155711.mp4,train,7
1019_TrafficFromAfar_GS6_20151017_173401.mp4,train,7
1019_FlyingKite_LGG2_CAM00875.mp4,train,7
0923_FollowTheBee_HTCOneVx_VIDEO0072.mp4,train,7
0918_GuysPlayVolleyball_HTCOneVX_VIDEO0058.mp4,train,7
0912_Burgers_Nokia1020_20130306_17_07_38_Pro.mp4,train,7
0913boyWalkBy_iPhone5s_IMG_0245.mp4,train,7
1006_EmergencyScene_HTCOneVX_VIDEO0090.mp4,train,6
0923_VerticalAndRollerCoaster_iphone5_IMG_0258.mp4,train,7
1019_BollywoodDanceTraining_LGG2_CAM00851.mp4,train,7
1019_TrafficFromAfar_OppoFind7_VID20150505125608.mp4,train,7
0923_ChasingDucksInWater_Note4_20150925_162515.mp4,train,7
1006_ParkBus_GS6_20151006_170532.mp4,train,7
0918_AxelFetchesBall_GS6_20150919_090332.mp4,train,7
0918_DogsOnBeach_LGG2_CAM00801.mp4,train,7
0918_DelMarView_OppoFind7_VID20150409024137.mp4,train,7
0913taiZi_iPhone5s_IMG_0250.mp4,train,7
0911driving_note4_20150911_165933.mp4,train,7
1024_TableTennisAtBalboa_GS6_20151024_104121.mp4,train,7
0913boyWalkBy_GS5_20150913_182938.mp4,train,7
0923_VerticalAndRollerCoaster_Note4_20150925_151648.mp4,train,7
0911panGarden_Note4_20150911_152420.mp4,train,7
0723_ManUnderTree_HTCOneVx_03_VIDEO0006.mp4,train,7
0912_Cheerleader1_Note4_20150912_152444.mp4,train,7
1019_SkateBoarderStepsOut_GS6_20151019_182712.mp4,train,7
1019_ConstructionBuggy2_OppoFind7_VID20150508085425.mp4,train,7
0912_Burgers_Note4_20150912_144558.mp4,train,7
1006_ComplexTrain_OppoFind7_VID20150424111934.mp4,train,7
1006_PlaneLandsAfar2_OppoFind7_VID20150424122651.mp4,train,7
1024_TableTennisAtBalboa_LGG2_CAM00887.mp4,train,7
1019_SkateBoardingSkills_OppoFind7_VID20150507134738.mp4,train,7
1006_EmergencyScene_OppoFind7_VID20150424112300.mp4,train,7
0912_Cheerleader1_GS5_20150912_153429.mp4,train,7
0923_CrazySubmarine_Note4_20150925_160005.mp4,train,7
1006_FollowTheTrain_LGG2_CAM00834.mp4,train,7
0918_DogsOnBeach_GS6_20150919_085853.mp4,train,7
1019_MetroArrives_GS6_20151020_133409.mp4,train,7
0923_DucksInWater_Nokia1020_WP_20130305_19_54_00_Pro.mp4,train,7
